temperature_2m,relative_humidity_2m,dew_point_2m,precipitation,rain,surface_pressure,cloud_cover,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm
22.969168,88.25082,20.781666,0.20833333,0.20833333,973.262,99.791664,0.15091059,0.3761334,4.935923,7.7645802,115.67632,14.61,0.34625,0.32491666
25.896917,88.955,23.79275,0.25416666,0.25416666,1008.21405,74.625,0.17549632,0.42114592,6.262187,10.669448,224.40257,17.039999,0.49441665,0.48866665
22.425167,80.47565,18.781416,0.0625,0.0625,935.6081,96.625,0.16641271,0.5645638,10.319058,18.80556,289.16153,26.085,0.41004166,0.41229168
26.855917,82.37523,23.499666,0.025,0.025,1009.3268,92.166664,0.19755788,0.65641516,6.5499387,9.024862,212.69984,16.005,0.35604167,0.35454166
25.51675,88.00169,23.295918,0.80833334,0.80833334,1007.35406,100.0,0.1272375,0.42769483,5.7394466,9.973237,261.30353,14.58,0.38045833,0.3435
24.568417,91.05211,22.9455,0.38750002,0.38750002,1005.54694,99.916664,0.12678151,0.30075082,8.18792,13.546481,290.20847,17.265,0.41241667,0.40820834
26.683416,77.03997,22.277166,0.0,0.0,1006.49756,100.0,0.17309101,0.81519926,8.840335,13.848398,140.30399,22.65,0.40141666,0.407125
25.831165,83.79572,22.80825,0.12083334,0.12083334,1005.13257,100.0,0.113525726,0.5629451,4.965675,7.770552,211.23091,12.0,0.34070835,0.3020833
20.009832,53.915714,9.343166,0.0,0.0,868.1136,70.833336,0.2140873,1.1791404,7.9216027,11.857565,141.18402,21.72,0.319,0.30883333
25.425917,89.42231,23.542583,0.7291667,0.7291667,1006.49634,96.708336,0.13387443,0.34824622,11.389171,17.241173,260.8637,26.384998,0.316375,0.30829167
26.013498,89.00403,23.934332,0.28333333,0.28333333,1009.7375,93.0,0.16654961,0.41816127,5.9948106,11.308733,259.27286,14.684999,0.35579166,0.34554166
25.6105,87.93003,23.412582,0.6458333,0.6458333,1009.6196,100.0,0.13980317,0.41519842,10.097561,13.749972,231.09265,23.835,0.42537498,0.425875
21.025166,90.929855,19.479334,0.625,0.625,936.3175,100.0,0.06335819,0.2270176,13.415924,24.233677,289.93756,34.71,0.41829166,0.41320834
23.034248,89.47739,21.14675,0.96666664,0.96666664,971.4712,77.208336,0.12614377,0.3219194,4.271174,5.8401265,143.26309,11.985,0.47837502,0.47175
23.62475,86.10374,21.033083,0.22083333,0.22083333,959.8803,86.416664,0.19128332,0.44678274,4.3708887,5.51654,228.99977,14.084999,0.3585,0.359
24.79975,81.94944,21.39975,0.1875,0.1875,965.0173,93.041664,0.19185728,0.6154609,5.4395585,7.349175,168.90123,14.01,0.34025002,0.35291666
20.663168,93.69001,19.563168,0.5708333,0.5708333,909.5189,99.958336,0.15177505,0.17076164,4.884811,6.8258824,262.99963,20.025,0.40516666,0.38279167
25.09625,90.83237,23.444166,1.4916667,1.4916667,1003.336,96.875,0.12126841,0.31269816,7.542488,11.588336,235.17415,20.28,0.491,0.488
19.8015,78.89252,15.649416,0.108333334,0.108333334,866.5862,96.125,0.1403639,0.55519736,5.906783,8.770984,198.1163,16.545,0.45491666,0.44433334
25.181417,91.96398,23.698084,0.4625,0.4625,999.637,99.708336,0.13599345,0.29134247,4.2969666,7.1904,269.64804,19.365,0.422125,0.42383334
27.506416,82.79797,24.133501,0.0,0.0,1007.5234,74.291664,0.2171207,0.69500834,5.8720613,7.917267,192.62337,13.53,0.117458336,0.15854166
26.790085,88.578156,24.615084,0.275,0.275,1007.9235,98.125,0.17809463,0.45659173,7.6122203,12.446,96.505135,19.23,0.34454167,0.3215
26.31,87.293686,23.953749,0.23333333,0.23333333,1005.5054,97.958336,0.10761653,0.46091372,5.044918,7.890599,232.56479,11.879999,0.39541668,0.37458333
27.85475,79.73782,23.919333,0.25,0.25,1007.2533,91.916664,0.16296391,0.7985713,3.7182343,5.332157,230.46138,10.679999,0.25083333,0.184625
28.755417,74.2303,23.630417,0.05,0.05,1010.01636,39.583332,0.21795022,1.0472034,19.332666,29.564396,157.68124,33.824997,0.24741666,0.21983333
26.438417,90.33428,24.613417,0.23333333,0.23333333,1008.71375,100.0,0.13430052,0.37987736,6.3444686,11.413644,254.31537,14.88,0.380125,0.36508334
23.833084,89.77645,21.989334,0.033333335,0.033333335,956.0209,97.333336,0.11386389,0.32618618,2.021184,3.0028026,183.16682,8.8949995,0.37670833,0.36745834
28.117498,77.80914,23.6925,0.09583334,0.09583334,1007.81195,64.291664,0.15526763,0.8964236,4.059033,5.5497346,181.12306,11.969999,0.161,0.08879167
19.42025,91.33521,17.903584,0.475,0.475,870.1595,98.375,0.11952057,0.21425621,3.6374624,5.673309,198.15347,14.04,0.49870834,0.51070833
26.527918,75.983215,21.552917,0.0,0.0,1000.9203,41.125,0.1811765,0.93782264,9.204739,14.146694,154.51018,23.88,0.10883333,0.119333334
25.991917,92.23362,24.581501,1.6791667,1.6791667,1010.1772,94.0,0.11839208,0.28147328,9.322454,13.769033,127.49692,22.17,0.39341667,0.36045834
26.117666,90.18779,24.363499,0.28333333,0.28333333,1012.05664,98.666664,0.123615235,0.34086898,3.9732351,5.61537,172.19266,14.07,0.37595832,0.36416668
26.188417,82.96733,22.857166,0.09166667,0.09166667,998.5123,44.083332,0.13825308,0.6510194,5.27724,8.252205,218.03116,13.32,0.39133334,0.3655
25.532917,86.131165,22.887083,0.7583333,0.7583333,1011.6129,91.083336,0.12552258,0.5036514,8.175945,12.017789,193.01956,19.83,0.33612502,0.176
27.027918,78.55896,22.615417,0.05,0.05,1006.39453,64.541664,0.17412949,0.8872751,4.749552,7.1792126,236.76794,12.54,0.42483333,0.3775
26.058416,90.65337,24.327168,0.6625,0.6625,1005.1387,94.291664,0.13730833,0.34786925,4.225836,7.528589,168.18855,11.504999,0.39925,0.385875
21.695333,83.336296,18.678667,0.1,0.1,919.53937,99.833336,0.12876505,0.46253604,7.8778825,12.561455,252.0116,25.095,0.33470833,0.34570834
27.86525,69.40297,21.198582,0.004166667,0.004166667,1011.1787,83.583336,0.19027872,1.2795641,6.652286,10.541295,118.04372,16.095,0.15891667,0.15308332
17.6265,94.73913,16.747334,0.14166667,0.14166667,872.02203,98.5,0.073627435,0.11301715,6.495484,9.481103,220.4091,17.475,0.49808332,0.505875
23.061333,71.270905,16.669666,0.0,0.0,976.65656,30.291666,0.19600478,1.0018433,4.4315057,7.014713,190.00223,13.559999,0.13816667,0.177625
27.556751,80.65558,23.815084,0.004166667,0.004166667,1009.82245,99.25,0.1784944,0.74802256,10.86714,18.290464,168.46793,21.195,0.218,0.21629167
21.180418,64.905235,14.161667,0.0,0.0,920.50195,31.791666,0.19932336,0.9292954,9.990027,17.998238,197.82077,25.14,0.252375,0.26175
22.284916,69.49561,15.803666,0.0,0.0,928.9589,34.916668,0.20972234,0.98468816,6.196594,10.929688,183.1643,16.335,0.21066667,0.190375
25.709,60.061478,16.731916,0.0,0.0,948.5981,64.625,0.21755278,1.4846083,6.5359817,10.03827,161.84856,17.655,0.12304167,0.15483333
29.034832,59.16625,18.999416,0.0,0.0,1009.2931,9.708333,0.26005763,1.9088178,9.053215,14.202156,177.42966,22.244999,0.14029166,0.13904166
27.4975,82.99317,24.057917,0.40833333,0.40833333,1008.4747,91.958336,0.20298292,0.7146289,6.3116016,11.386708,142.47354,15.78,0.39675,0.39170834
25.64175,78.554504,21.095917,0.0,0.0,982.0399,72.833336,0.21468283,0.8765586,5.019453,8.083054,232.73682,13.455,0.42395833,0.42475
28.742332,64.413246,20.988167,0.0625,0.0625,1012.18756,68.916664,0.22898631,1.5331362,6.7501044,9.685328,207.15833,18.42,0.12791666,0.105791666
19.747334,88.88874,17.734833,0.5333333,0.5333333,868.8416,95.75,0.1271515,0.29714555,5.7645087,9.790929,103.73712,18.015,0.49754167,0.5084583
27.61625,74.92137,22.330833,0.0,0.0,1000.35095,51.833332,0.23885058,1.0421969,11.1092,17.014345,136.21475,25.154999,0.32,0.29158333
27.263916,86.92757,24.680584,0.07083333,0.07083333,1000.922,100.0,0.15949081,0.55070734,5.0780306,8.411151,165.34254,12.3,0.34075,0.3155
28.807749,64.652916,21.243166,0.008333334,0.008333334,1010.1076,47.333332,0.24727888,1.4414655,10.32731,14.837025,142.45572,22.095,0.10633333,0.133
25.979418,81.621796,22.298166,0.1375,0.1375,983.0891,56.0,0.20645528,0.7087046,9.056379,13.91364,93.28304,19.455,0.21279167,0.15829167
26.682,80.0406,22.821583,0.033333335,0.033333335,1002.5217,81.791664,0.20129979,0.74982125,5.6035223,8.40914,110.01185,15.749999,0.290875,0.241375
28.085667,71.85769,22.221083,0.10416667,0.10416667,1004.07556,28.541666,0.23955339,1.1658276,17.794647,26.005753,189.8566,36.0,0.17079167,0.146375
26.223333,91.32168,24.64,0.82916665,0.82916665,1011.85,95.0,0.14182939,0.31519523,3.643668,5.225515,166.55365,13.95,0.41554168,0.41533333
21.972916,91.61787,20.479166,0.14583333,0.14583333,926.8613,97.75,0.11939854,0.24667953,6.163476,9.001958,275.99503,19.05,0.385125,0.38454166
25.91875,84.79697,22.9625,0.31666666,0.31666666,978.7219,86.541664,0.19402976,0.57574177,5.399287,8.461885,147.52094,15.285,0.38720834,0.36070833
19.53125,93.55659,18.460417,0.8625,0.8625,1015.8698,100.0,0.032849498,0.14723565,13.225441,19.949072,63.117577,26.955,0.37295833,0.221625
9.103416,82.02251,6.172167,0.48333332,0.48333332,994.54297,90.833336,0.046843026,0.20938191,41.996414,61.40859,250.9693,57.344997,0.0,0.0
26.5205,85.75223,23.672583,0.125,0.125,1005.305,97.75,0.1616714,0.5796724,4.0679307,7.062125,197.5494,11.175,0.414,0.418125
27.760668,80.92138,24.066917,0.0,0.0,1009.75775,93.5,0.21370715,0.753286,4.226425,5.2186756,179.77658,12.299999,0.35345834,0.37120834
26.767084,79.68984,22.894167,0.075,0.075,1006.98883,83.333336,0.19534068,0.73957837,14.778475,25.156734,227.72386,33.329998,0.37016666,0.374125
27.03925,78.39388,22.753834,0.004166667,0.004166667,1006.12177,91.958336,0.20809005,0.842727,8.065908,13.151186,251.1665,18.81,0.40908334,0.43225
26.061584,80.20137,22.276167,0.09583333,0.09583333,1001.43756,100.0,0.17221615,0.70578176,8.4192295,15.022065,215.38191,17.76,0.368875,0.32795835
25.221584,85.28679,22.259083,0.22500001,0.22500001,1006.5242,99.833336,0.17784816,0.57133883,5.751885,10.358788,150.51141,14.235,0.41516668,0.41854167
26.107,88.04411,23.823668,0.112500004,0.112500004,1007.91205,95.916664,0.18130384,0.45900777,3.950793,5.3831058,168.26329,12.344999,0.45525,0.46258333
26.498333,79.159836,22.556667,0.64166665,0.64166665,1002.0122,99.25,0.17739612,0.7361592,12.792598,22.143366,255.79404,26.07,0.46241668,0.46791667
25.589916,89.93963,23.764917,1.35,1.35,998.3443,96.208336,0.1328409,0.3480013,4.520633,6.463783,203.30232,12.9,0.32,0.32516667
25.729,89.44293,23.787333,0.020833334,0.020833334,1006.32605,99.958336,0.15154071,0.3751184,8.857085,12.7190895,276.56308,19.8,0.48666668,0.49291667
26.897667,77.56776,22.556,0.0125,0.0125,1009.52014,96.5,0.19978134,0.8208105,13.535569,21.639322,72.35322,29.445,0.334,0.34570834
26.284,85.58244,23.584,0.26666668,0.26666668,1010.5917,88.958336,0.1889881,0.52469134,7.0114646,9.817157,164.4606,16.17,0.41866666,0.422
22.054333,84.36424,19.241833,0.09583333,0.09583333,937.86163,100.0,0.13310926,0.43549898,9.458476,16.803905,287.03342,27.134998,0.39358333,0.39699998
24.311167,83.74004,21.28825,0.275,0.275,963.12683,57.625,0.18656725,0.5246458,9.760617,16.179094,221.78064,19.8,0.38795832,0.39375
26.662832,77.14613,22.144083,0.016666668,0.016666668,1000.1941,71.0,0.21055825,0.86359835,3.6160815,4.745368,125.35369,9.915,0.20629166,0.20570832
25.496834,89.34567,23.446833,0.0625,0.0625,1007.9214,94.916664,0.15107933,0.41063923,4.5029807,6.4885488,161.81572,11.04,0.331875,0.32579166
25.946249,84.0788,22.9275,0.12916666,0.12916666,999.52277,99.916664,0.17709114,0.58326006,4.799076,5.623137,147.45412,14.219999,0.28108335,0.29579166
25.663166,85.93281,23.084,0.24166667,0.24166667,1009.7274,100.0,0.119336426,0.47842237,15.183961,24.483984,244.03252,29.97,0.33583334,0.294
22.291666,91.40077,20.793749,0.07083333,0.07083333,1011.17224,92.5,0.12757397,0.2415006,6.344631,9.145988,222.4876,16.154999,0.321875,0.32220834
25.669582,89.22473,23.6925,0.3,0.3,993.7518,96.75,0.1313666,0.37829438,4.4463873,8.537795,243.9518,15.135,0.269625,0.26991668
27.708584,83.92246,24.439833,0.033333335,0.033333335,1007.8922,89.666664,0.19540334,0.6969929,4.8574877,8.751593,222.70442,13.214999,0.29758334,0.32470834
27.220917,80.17956,23.275084,0.12083334,0.12083334,1002.46893,57.583332,0.19711348,0.78486764,10.564543,17.814041,117.37309,21.539999,0.34766665,0.35025
27.391834,85.32076,24.604334,0.2875,0.2875,1007.2227,68.375,0.15372221,0.5774683,5.436758,9.2077055,164.02408,12.839999,0.447625,0.38279167
26.393665,83.66379,23.279083,0.045833334,0.045833334,991.60126,100.0,0.15245105,0.6085049,5.9588447,9.204041,241.69049,13.7699995,0.43179166,0.44829166
24.847582,78.18709,20.70175,0.125,0.125,1007.00244,52.916668,0.16801155,0.7197352,7.182667,11.140354,249.3792,15.9,0.26520833,0.27208334
26.430334,88.2277,24.14075,0.6666667,0.6666667,1006.02625,88.083336,0.1725172,0.48295933,5.002889,8.64766,178.08604,13.245,0.39429167,0.386125
23.944834,76.9189,19.259417,0.0125,0.0125,898.21497,19.333334,0.19200683,0.7811215,6.0506287,8.995892,129.22841,14.415,0.3485,0.32841668
27.970749,74.89873,22.687416,0.06666667,0.06666667,1007.07355,50.958332,0.17890039,1.0650913,6.386527,9.583932,171.34932,16.365,0.13970834,0.047791667
19.193167,90.16576,17.478582,0.8333333,0.8333333,870.07886,94.291664,0.11919657,0.23986052,3.9346635,4.8552527,180.722,13.184999,0.49733332,0.5045417
26.5835,80.662094,22.641832,0.008333334,0.008333334,1002.2434,95.291664,0.16892843,0.77074903,7.869931,13.887045,143.30708,24.314999,0.16870834,0.16329166
24.453999,92.65158,23.129,0.43333334,0.43333334,995.29694,97.791664,0.10943865,0.24663313,4.0906234,7.1518736,207.6896,11.264999,0.39533332,0.37120834
26.263084,80.06537,22.4235,0.0375,0.0375,1006.84735,63.958332,0.16025738,0.7316338,8.405419,15.887265,155.81197,18.72,0.422875,0.41916665
26.865084,75.47076,21.708834,0.016666668,0.016666668,984.3429,57.0,0.17271096,0.9818774,4.51231,7.3279724,193.13165,13.559999,0.32041666,0.30795833
26.731916,76.271576,21.669416,0.0375,0.0375,1000.54224,26.541666,0.17745823,0.9789031,6.799837,12.324128,145.19574,14.714999,0.40433332,0.29250002
24.565832,81.97768,21.057499,0.033333335,0.033333335,993.2164,84.5,0.15987976,0.60914075,16.974455,25.45185,142.92332,31.38,0.14570834,0.1175
27.06475,85.65751,24.296,0.17083333,0.17083333,1008.2538,95.291664,0.15374275,0.56548184,6.4119344,8.618832,169.61801,15.69,0.23295833,0.17516667
18.404583,82.271484,15.02125,0.0,0.0,858.2881,39.791668,0.17241776,0.44433174,8.279523,14.769406,231.0851,44.28,0.34079167,0.3475
27.661083,68.086044,20.773582,0.029166667,0.029166667,1010.8329,53.0,0.20052189,1.2986753,8.396903,12.435022,133.5203,19.619999,0.14424999,0.14691667
18.930666,93.06607,17.722332,0.27916667,0.27916667,872.11694,99.083336,0.09356966,0.16725144,4.085728,5.6091475,221.37851,13.98,0.49775,0.49558333
23.955,75.94345,18.83625,0.0,0.0,1003.2633,70.458336,0.17919229,0.8866404,4.6370444,6.164719,124.4082,13.469999,0.16491666,0.18458334
26.260334,90.88283,24.549917,0.25416666,0.25416666,1004.879,99.791664,0.13035482,0.3451826,3.7586849,6.5592103,137.59999,10.934999,0.47729167,0.46754166
27.641,54.796944,17.482666,0.0,0.0,1006.3714,46.625,0.26058277,1.7802279,11.356268,17.586002,148.03313,22.98,0.23333333,0.28529167
28.36175,52.250404,16.59925,0.0,0.0,1002.4329,71.125,0.26196772,2.0581124,8.940617,13.343366,104.529915,21.074999,0.26845834,0.27025
25.490751,59.64224,15.836584,0.0,0.0,996.3511,40.166668,0.25761297,1.5760171,9.711373,15.760684,194.6458,21.99,0.2,0.28254166
24.926916,79.38081,20.945665,0.0875,0.0875,1004.0601,61.875,0.13759308,0.6910062,9.661795,13.829128,213.3104,20.97,0.21291667,0.18691666
24.863417,95.31481,24.032167,0.70416665,0.70416665,1002.8463,100.0,0.08920041,0.15725644,4.6178575,6.7256255,251.60262,12.2699995,0.41141665,0.411125
25.099085,74.79108,19.934502,0.008333334,0.008333334,969.9996,97.791664,0.20681441,0.908366,6.913445,11.621777,284.85822,17.055,0.259875,0.26254165
28.011084,67.382256,20.84025,0.07083333,0.07083333,1011.4455,83.416664,0.23044923,1.3849882,6.586178,9.30823,198.48126,16.935,0.138,0.107625
18.880667,90.66531,17.259832,1.0458333,1.0458333,869.0118,96.083336,0.09588318,0.2250685,3.7917848,5.368416,139.15805,14.174999,0.49975,0.50908333
27.60375,74.17511,21.9725,0.033333335,0.033333335,1000.78235,57.166668,0.22197263,1.0935618,9.228247,14.475159,138.86089,22.244999,0.31274998,0.29320833
27.090166,86.090256,24.283916,0.6125,0.6125,1007.11426,84.416664,0.17394236,0.6003724,6.2954774,11.412238,125.4585,17.46,0.40083334,0.38841668
28.269417,76.5101,23.52775,0.09583334,0.09583334,1011.375,46.208332,0.206283,0.95934874,6.026277,8.313575,125.66841,15.6449995,0.11591667,0.133
27.514668,81.61354,23.687584,0.26666668,0.26666668,1009.2969,85.0,0.15847962,0.80022967,5.008191,7.873571,138.76247,14.985,0.289625,0.13933334
28.523916,74.07069,23.030167,0.36666664,0.36666664,1008.6738,54.291668,0.22478853,1.1517637,7.3077664,12.521185,152.16248,18.765,0.29995835,0.21891667
26.848665,82.2716,23.382,0.045833334,0.045833334,999.7013,87.416664,0.18101709,0.6851308,6.0821033,8.913863,142.69228,17.625,0.36583334,0.27166668
27.141666,84.40078,24.277084,1.5125,1.5125,1009.1875,99.75,0.15640666,0.5623119,24.03118,25.385769,301.90225,33.69,0.0,0.0
25.367666,91.328674,23.701,0.24166667,0.24166667,1008.50055,99.708336,0.14532237,0.3339762,2.6822777,4.8228545,196.63489,10.455,0.5028333,0.50275
27.106167,84.53096,24.116583,0.6125,0.6125,1005.694,75.916664,0.18552472,0.61097336,7.0406866,10.532809,177.00305,16.605,0.37083334,0.32708335
19.902082,73.418015,14.881249,0.0,0.0,1015.4383,12.75,0.12605786,0.63852245,9.999236,17.126822,150.40356,22.484999,0.306875,0.29308334
7.6159167,94.21143,6.7388334,0.2125,0.2125,995.59485,93.041664,0.009924177,0.061484627,14.126406,23.31757,163.28302,18.405,0.0,0.0
25.17225,93.318726,23.9535,0.8041667,0.8041667,1001.32355,99.916664,0.10800472,0.24022277,3.156191,4.410303,224.62032,9.69,0.41275,0.409125
27.215668,78.44095,23.069834,0.12916666,0.12916666,998.8087,98.625,0.20579088,0.8094512,10.450664,16.932692,268.62802,23.505,0.44175,0.40225
